Subject;Mouse;Cell Type;Group;Age;Sleep;mfr_s1;mfr_s2;mfr_s3;mfr_s4;mfr_s5;pfr_s1;pfr_s2;pfr_s3;pfr_s4;pfr_s5;outF_s1;outF_s2;outF_s3;outF_s4;outF_s5;NOfF_s1;NOfF_s2;NOfF_s3;NOfF_s4;NOfF_s5;InfoC_s1;InfoC_s2;InfoC_s3;InfoC_s4;InfoC_s5;RatRemap_Hab-S1;RatRemap_S1-S2;RatRemap_S2-S3;RatRemap_S3-test;SmFields_s1;SmFields_s2;SmFields_s3;SmFields_s4;SmFields_s5
R104C1_1;R104C;T1_1;Old_C;Old;control;0,336704144;0,700127831;0,791550389;0,959473919;0,563492082;1,250875917;4,26339158;2,601563158;1,768495594;1,127224664;0,254772274;0,621619598;0,668581373;0,611418978;0,411021741;1;1;2;1;3;0,80009243;0,842908397;0,641808051;0,309072197;0,474710339;3,012515663;1,661828422;0,833067565;0,641270929;224;64;136;572;364
R104C1_2;R104C;T1_2;Old_C;Old;control;0,629806312;1,081540754;0,935047828;0,749752844;0,386651482;1,398911392;1,928065624;2,580110608;1,518419569;0,79338697;0,430937609;0,783205359;0,885874731;0,568444577;0,285553991;2;1;2;1;1;0,283405761;0,165694945;0,175437382;0,191936732;0,554155023;0,529154233;0,652044983;1,061691038;0,725032599;352;540;172;416;352
R104C1_3;R104C;T1_3;Old_C;Old;control;0,879306505;0,391862592;0,430492317;0,41944215;0,15885681;3,237131144;1,340188784;1,392386774;1,681326001;0,972912109;0,702874789;0,228362087;0,269958719;0,327321366;0,09665534;1;1;1;1;1;1,011171768;0,701141267;1,130857184;1,020963188;1,989139975;1,89694236;0,05219799;0,288939227;0,708413892;228;144;124;88;156
R104C1_4;R104C;T1_4;Old_C;Old;control;0,801791882;0,658329154;0,453637065;0,922772731;0,848235421;2,069956708;1,02780772;1,379139693;1,956451603;1,31374082;0,695875946;0,308089626;0,419104404;0,766289785;0,587322344;1;1;1;1;1;0,246893271;0,170040325;0,500739408;0,272954026;0,215102441;1,042148988;0,351331973;0,57731191;0,642710784;212;708;80;460;892
R104C5_1;R104C;T5_1;Old_C;Old;control;0,886573501;1,656272555;0,874871483;0,749752844;0,848235421;3,135479293;4,08675543;3,761332738;2,68693357;2,243147475;0,875515645;1,014065718;0,846406786;0,603424781;0,590569348;1;1;1;1;1;0,514764949;0,412122354;0,613991911;0,61638697;0,612306521;0,951276137;0,325422692;1,074399167;0,443786096;204;196;104;132;260
R104C5_2;R104C;T5_2;Old_C;Old;control;0,293102168;0,344839081;0,254592231;0,387983989;0,311719024;0,931090534;1,064013169;0,714240237;1,421068088;0,66892697;0,208802703;0,287428856;0,186114029;0,358184058;0,247144909;1;2;1;1;1;0,827026242;0,785030998;0,767293243;0,611124212;0,65243748;0,132922635;0,349772932;0,70682785;0,752141118;144;136;132;28;368
R104C5_3;R104C;T5_3;Old_C;Old;control;0,864772514;1,170362941;0,939676778;0,969959973;0,764311068;2,004397451;2,727632753;3,444476561;2,511500716;1,479911424;0,437048043;0,768336665;0,622686231;0,708593953;0,583185188;1;2;1;1;1;0,309128114;0,462670273;0,445655916;0,406012236;0,263967885;0,723235302;0,716843809;0,932975845;1,031589293;396;320;144;348;444
R53C5_1;R53C;T5_1;Old_C;Old;control;0,496075987;0,567114997;0,734972501;0,615736469;0,799892334;1,284938198;1,964834394;2,368367496;1,004980634;2,702982537;0,27357504;0,414433708;0,493283019;0,290437829;0,301246825;2;1;1;1;1;0,981000453;1,015214251;NA;0,387014333;1,301732981;0,679896196;0,403533102;1,363386861;1,698001902;224;148;144;344;216
R53C5_2;R53C;T5_2;Old_C;Old;control;0,413396656;0,310308206;0,25096622;0,321653379;0,299959625;2,005951996;2,141060561;1,04273378;0,69381366;1,095455127;0,186018751;0,212597175;0,177845647;0,177252392;0,150235781;1;2;1;2;1;NA;1,161497264;1,549666202;0,729692785;0,888446342;0,135108565;1,098326781;0,348920121;0,401641468;72;136;188;220;144
R72C3_2;R72C;T3_2;Old_C;Old;control;0,310315692;0,296806305;0,367443365;0,273936977;0,771815712;0,830271384;1,855946045;0,976413347;0,902181583;2,724025396;0,251179354;0,290473161;0,237089979;0,195886489;0,46980482;1;1;1;1;1;1,1842789;0,85539958;0,403173374;1,352721626;0,370799901;1,025674662;0,879532698;0,074231764;1,821843813;312;68;164;160;148
R72C3_3;R72C;T3_3;Old_C;Old;control;1,049709873;1,340575143;0,987053745;0,582116076;0,645702033;3,777293499;5,982178273;3,598942039;4,176487043;2,193787779;0,608827169;0,771311777;0,558380192;0,372495374;0,399938104;1;1;2;1;1;0,720995749;0,455040142;0,627273178;1,2106646;0,180317473;2,204884774;2,383236234;0,577545004;1,982699265;164;96;216;120;164
R72C4_1;R72C;T4_1;Old_C;Old;control;1,225938538;1,375202546;2,586513099;1,478118271;1,104755822;3,091056576;3,087546432;6,956683332;3,425838288;3,82994093;0,69285954;0,844937851;0;0,903344347;0,95610995;2;2;2;1;2;0,525187165;0,218510717;NA;0,283570816;1,353890449;0,003510143;3,869136899;3,530845044;0,404102642;308;264;204;252;80
R72C4_11;R72C;T4_11;Old_C;Old;control;1,053540931;0,633186784;0,778115361;0,964486439;0,786949353;2,820908988;1,775119973;2,161109271;3,077629805;1,418666732;0,732788433;0,501584541;0,607016251;0,854000913;0,461252208;2;2;3;1;2;0,289504701;0,455189922;0,360904255;0,229711798;0,010587583;1,045789015;0,385989298;0,916520534;1,658963073;220;396;296;104;428
R72C4_12;R72C;T4_12;Old_C;Old;control;0,593813979;0,746962534;0,561972205;0,291058038;0,287539187;1,426778725;2,253971273;1,528063995;0,892074564;0,715585146;0,433855099;0,614838901;0,401610635;0,252765331;0,212926781;3;2;2;2;2;0,456086194;1,341055287;0,57005226;0,439858398;0,715338014;0,827192548;0,725907278;0,635989431;0,176489417;320;264;256;152;296
R72C4_2;R72C;T4_2;Old_C;Old;control;0,383105793;0,801377023;1,246425533;1,118575989;0,509499261;2,255649591;4,461972672;3,615309325;3,781846523;1,540730858;0,27316183;0,591668943;0,76121209;0,656167287;0,40591615;1;1;2;2;3;1,114610466;1,901069723;0,560441296;1,279496658;0,604209369;2,206323081;0,846663346;0,166537198;2,241115666;172;176;300;216;252
R72C4_3;R72C;T4_3;Old_C;Old;control;1,214445364;1,276267111;1,203196901;0,884588154;0,670924769;10,71006183;7,044831909;8,1;4,031329474;3,118953969;0,608923441;0,441970354;0;0,74117745;0,543784878;1;1;0;1;1;1,386859427;0,583749718;0,491323856;0,943305961;0,622160876;3,665229917;1,055168091;4,068670526;0,912375505;84;76;NA;68;184
R72C4_4;R72C;T4_4;Old_C;Old;control;1,379180855;1,770944285;1,066306236;1,375391905;0,837394824;2,473192338;4,312702484;3,387300826;4,315953635;2,559142753;0,640967774;0;0,808321004;0;0,723417941;3;2;1;2;2;0,224397874;0,239624667;0,381018893;0,395039295;0,19876207;1,839510147;0,925401658;0,928652809;1,756810883;492;240;272;192;156
R72C4_5;R72C;T4_5;Old_C;Old;control;0,11110068;0,138509609;0,461105399;0,194038692;0,156380961;0,343565035;0,470659689;2,41586476;1,162660805;0,582773575;0;0;0,368739564;0,121791101;0,149936059;3;1;1;1;2;0,683399248;1,242651705;1,160354757;0,79720813;1,225141712;0,127094654;1,945205071;1,253203955;0,57988723;144;144;128;164;204
R72C4_6;R72C;T4_6;Old_C;Old;control;0,291160403;0,70738836;0,475514943;0,998728561;0,58012292;1,004402108;3,894860765;3,921497893;4,451462067;1,622019085;0,238969774;0,645421411;0,371594329;0,584247237;0,451853973;1;1;1;1;1;1,145999941;0,947530293;0,838169382;0,338308476;0,3721785;2,890458657;0,026637129;0,529964173;2,829442982;68;32;52;96;32
R72C4_7;R72C;T4_7;Old_C;Old;control;0,409923199;0,351220794;0,338624278;0,798982849;0,534721996;7,106419252;5,903168064;2,020097351;4,866499274;4,413330752;0,391849644;0,381425053;0,317414999;0,567689364;0,478043004;1;1;1;2;1;0,970496477;1,044410738;1,018811916;0,938471099;0,641878087;1,203251188;3,883070712;2,846401923;0,453168522;80;36;100;352;44
R72C4_8;R72C;T4_8;Old_C;Old;control;0,635955617;0,568878751;0,828548764;0,701963503;0,681013863;4,973329472;5,061932329;6,562782824;3,045316995;0,838387706;0,607279733;0,580836168;0,572443471;0,400937323;0,658765403;3;1;2;1;2;0,940402446;0,424120525;0,223923444;0,374758294;0,395692201;0,088602857;1,500850495;3,517465829;2,206929289;252;76;320;228;160
R72C4_9;R72C;T4_9;Old_C;Old;control;0,252849823;0,257232131;0,324214734;1,849074594;0,75668207;0,713160355;0,875450654;0,720878452;4,221524329;2,699737825;0,147803749;0,205099944;0,213936526;0;0,605119584;2;2;1;1;1;1,777966157;1,517256784;0,593348322;1,094479479;0,509530108;0,162290299;0,154572202;3,500645877;1,521786504;332;148;228;136;192
R72C5_1;R72C;T5_1;Old_C;Old;control;0,252849823;0,277019218;0,763705818;0,433733547;0,665880222;0,838084088;1,377864096;2,923832729;2,511218744;2,186951556;0,200566511;0,256184567;0,346890221;0,261872021;0,31165565;2;2;2;1;2;0,445996661;0,468520875;NA;0,326850054;0,677767614;0,539780008;1,545968633;0,412613986;0,324267188;164;260;192;208;336
R72C5_2;R72C;T5_2;Old_C;Old;control;0,934778135;1,310894513;1,743554791;1,500946352;1,185468577;3,135104238;3,829646223;6,819621838;4,170379564;3,116315607;0,565143959;0;0;0,996517977;0,913073452;1;1;2;2;1;0,469487098;0,479656811;0,224331867;0,28836488;0,130421429;0,694541985;2,989975615;2,649242274;1,054063957;148;200;144;228;196
R72C5_3;R72C;T5_3;Old_C;Old;control;0,86965015;1,226799393;1,419340057;1,29549362;1,07448854;2,385103576;4,040212958;5,186819881;4,077222047;6,403810155;0,543831702;0,671199183;0;0,94368584;0,935575594;1;2;2;2;2;0,488070494;0,245643955;0,528298628;1,156972299;0,427631929;1,655109382;1,146606924;1,109597835;2,326588109;144;320;316;276;232
R72C5_5;R72C;T5_5;Old_C;Old;control;0,344795214;0,464996544;0,547562662;0,536459913;0,660835675;1,022908661;1,112440509;1,32192254;1,390839518;2,077045431;0,306706091;0,398638769;0,395168878;0,363565014;0,585936089;1;1;1;1;1;NA;1,094050797;0,579404293;2,232460857;0,3144102;0,089531847;0,209482032;0,068916978;0,686205912;88;144;244;188;164
R72C5_6;R72C;T5_6;Old_C;Old;control;1,118763;0,267126;1,131149;0,684842;0,373296;0,722269918;0,913441299;2,679631378;3,841990381;1,419469271;0,082504668;0,080014808;0,203422808;0,275304487;0,25958153;2;1;2;2;1;0,63401877;0,559784535;0,810344812;0,216895654;0,221014887;0,191171381;1,766190079;1,162359004;2,42252111;272;312;384;184;448
R72C5_8;R72C;T5_8;Old_C;Old;control;0,310315692;0,435315914;0,799729677;0,662014361;1,271225878;0,692024926;1,267675075;2,211117194;3,652026626;7,493609495;0,225723677;0,271598968;0,275632659;0,480514631;1,324350222;3;1;1;1;1;0,509664528;1,220633321;0,558388077;0,792952929;1,393122483;0,575650149;0,943442119;1,440909432;3,841582869;408;180;176;124;60
R75C2_1;R75C;T2_1;Old_C;Old;control;0,712889552;1,064788336;1,81333334;1,713963865;0,374648137;1,8116;3,4838;1,5482;3,4652;2,2492;0,402894573;0,830422182;1,117661575;0,809656557;0,320775305;2;1;1;1;1;0,657755432;0,819654832;0,416670168;0,573920344;NA;1,6722;1,9356;1,917;1,216;312;120;220;228;128
R75C2_3;R75C;T2_3;Old_C;Old;control;1,173600487;1,125162933;0,929914534;0,557483057;0,139292256;2,9733;2,0619;3,5627;3,0453;0,8383;0,734128791;0,643562584;0,666026583;0,392998952;0;1;1;1;1;NA;0,757896054;NA;0,571971775;1,32811058;NA;0,9114;1,5008;0,5174;2,207;136;132;60;52;52
R75C2_5;R75C;T2_5;Old_C;Old;control;0,334621627;0,230521186;0,71736264;0,646443119;0,105669987;0,894623364;1,836311144;4,153918743;3,601689818;1,811131651;0,243682531;0,239526749;0,531497852;0,518773898;0;2;1;1;1;NA;1,151122647;0,636815487;0,383975061;0,294038535;0,829433768;0,94168778;2,317607599;0,552228926;1,790558166;192;180;144;272;168
R75C2_6;R75C;T2_6;Old_C;Old;control;1,105706244;1,723420297;1,21553114;1,257302213;0,994258517;5,752260815;4,750711763;5,304911029;3,801547943;4,154613113;0,534200776;0,878524973;0,780769443;0,886691151;0,651221147;1;1;1;2;2;0,523816258;0,514476126;0,350567639;0,771272377;1,471455848;1,001549052;0,554199266;1,503363086;0,35306517;192;72;36;60;32
R75C2_7;R75C;T2_7;Old_C;Old;control;0,669243253;0,955016343;0,670866913;0,498176348;0,465908581;1,8776;2,0726;2,55288;2,9331;3,4121;0,504743356;0,879367504;0,589115007;0,447015798;0,364606242;3;1;1;1;1;0,673313733;0,246036011;0,768672951;0,200880132;0,918397887;0,195;0,48028;0,38022;0,479;300;172;248;168;240
R76C1_1;R76C;T1_1;Old_C;Old;control;0,808355073;0,908664971;1,050693543;1,076884391;0,275787055;1,880771614;2,57788738;2,857668617;2,273808819;0,715576485;0,419920393;0,670291035;0,358285616;0,428458166;0,171590433;1;3;1;2;3;NA;0,668227664;0,570296759;0,022241208;0,744179718;0,697115766;0,279781237;0,583859797;1,558232334;152;84;120;40;212
R76C1_3;R76C;T1_3;Old_C;Old;control;0,221153746;0,292620923;0,236110909;0,377369744;0,101829066;0,799973434;0,885077952;0,800688746;1,067592137;0,671625117;0,129754942;0,356265678;0,642234968;0,539106517;0,304870889;1;1;1;1;2;0,205084314;0,36843639;NA;0,523750591;0,985005112;0,085104518;0,084389206;0,266903391;0,395967019;148;120;128;136;104
R76C1_4;R76C;T1_4;Old_C;Old;control;0,350795598;0,677648453;1,038887998;0,404982164;0,572788499;1,8386196;2,657189056;4,567867141;3,275859144;1,699930776;0,463196478;0,44212205;0;0,269331265;0,197937536;2;2;NA;1;2;1,12;0,67;0,57;0,02;0,74;0,818569456;1,910678084;1,292007996;1,575928368;152;184;116;80;52
R104SD1_1;R104SD;T1_1;Old_SD;Old;restriction;0,471695546;0,121269659;0,272289334;0,191414914;0,246078362;1,1145;1,2145;1,1685;1,1877;1,7973;0,43862238;0;0,108185281;0,145825617;0,16603158;2;NA;1;2;1;0,576962369;NA;0,604604139;1,007431531;0,780467091;0,1;0,046;0,0192;0,6096;92;176;52;52;120
R104SD1_2;R104SD;T1_2;Old_SD;Old;restriction;0,557870694;0,643662036;0,499818778;0,650810706;0,765202578;2,156477335;1,443875746;2,471374668;2,07120088;0,915887417;0,457304934;0,455333391;0,356379541;0,380694972;0,506981467;1;1;2;1;2;0,41;0,31;0,39;0,35;0,31;0,712601588;1,027498921;0,400173788;1,155313463;256;212;240;76;72
R104SD1_3;R104SD;T1_3;Old_SD;Old;restriction;1,269949547;0,900194007;0,858177265;1,062878428;0,585428966;1,314544466;1,3649844;1,711515223;1,304241529;1,280030311;0,992112351;0,665406151;0,806737022;0,896153834;0,340852393;1;1;1;2;2;0,18;0,19;0,12;0,12;0,33;0,050439934;0,346530823;0,407273694;0,024211218;164;164;364;332;160
R104SD5_2;R104SD;T5_2;Old_SD;Old;restriction;0,13153;0,1725;0,2275;0,2042;0,2764;1,83982315;2,244206699;3,119266339;4,028625124;1,258;0,931342954;0,719280166;0,656517134;0,395679696;0;1;4;1;1;1;1,19;1,14;0,88;1,54;1,34;0,404383549;0,87505964;0,909358785;2,770625124;148;268;380;160;224
R104SD5_3;R104SD;T5_3;Old_SD;Old;restriction;0,208634568;0,513063942;0,330360274;0,304586057;0,366734237;1,139533164;2,479483436;3,382265362;4,871651247;3,200806104;0,811214049;0,740568434;0,530101601;0,748940527;0;4;1;2;1;2;1,260369623;0,490276041;0,998710511;0,812980015;1,035764783;1,339950273;0,902781925;1,489385885;1,670845142;264;260;132;364;72
R109SD1_1;R109SD;T1_1;Old_SD;Old;restriction;0,504924586;1,062351905;1,456174695;1,034981985;0,732356941;1,425615048;1,649915889;2,34369275;1,836214999;1,24126266;0,173354764;0,424963626;0,345806718;0,27945503;0,195713682;2;1;1;2;1;0,622521847;0,704967685;0,432587147;0,474991896;NA;0,22430084;0,693776861;0,50747775;0,594952339;104;80;132;228;80
R109SD1_2;R109SD;T1_2;Old_SD;Old;restriction;0,852761522;0,926732512;1,298140232;0,696752578;0,535870932;1,0053;1,1612;1,2509;1,4339;0,7223;0,382566814;0,449140015;0,619962353;0,878044909;0;2;2;2;1;1;0,437134613;0,623910494;1,019152414;0,73992059;NA;0,1559;0,0897;0,183;0,7116;132;152;96;148;192
R109SD6_1;R109SD;T6_1;Old_SD;Old;restriction;0,331006117;0,429461408;0,63778194;0,730575519;0,315568438;2,861440764;1,738103896;1,967894823;3,514241074;0,860498961;0,247783101;0,375525685;0,19311608;0,319313135;0;1;2;3;2;2;1,181688076;0,573559968;0,615778182;0,606548866;NA;1,123336868;0,229790928;1,546346251;2,653742113;232;76;64;284;152
R109SD6_2;R109SD;T6_2;Old_SD;Old;restriction;0,858371795;0,647959318;0,97078313;1,048511162;0,416788503;2,924390797;2,781507823;3,409186945;1,491417377;0,866251156;0,361326545;0,600327195;0,554864049;0,503972039;0;1;2;NA;1;1;0,39841826;0,270204684;0,488109445;0,487720657;0,407294482;0,142882975;0,627679122;1,917769568;0,625166221;320;384;116;68;128
R109SD6_3;R109SD;T6_3;Old_SD;Old;restriction;0,2983;0,114;0,1187;0,3613;0,2977;0,773351909;1,682359573;1,21946712;0,979174261;0,619939848;0,37433736;0,858121618;1,154394084;1,029999807;0,722586367;1;2;1;1;2;0,513875968;0,579987101;0,626854575;0,222203431;1,097975868;0,909007664;0,462892453;0,240292859;0,359234413;128;44;136;160;176
R109SD6_4;R109SD;T6_4;Old_SD;Old;restriction;0,2082;0,3992;0,3618;0,3409;0,2024;1,469983966;1,352915704;2,072971281;0,644567571;4,337223559;0,581789826;0,689415176;1,001731594;0,599734241;0,461820861;1;1;2;2;2;0,481586282;0,690891553;0,612384028;0,643586264;0,643850929;0,117068262;0,720055577;1,428403709;3,692655987;160;236;192;84;92
R113SD5_2;R113SD;T5_2;Old_SD;Old;restriction;0,821313011;0,561249704;0,774100128;0,384148865;0,122663821;6,139493693;3,829898527;7,477638312;3,336449994;2,074742146;0,272371847;0,336685687;0,401467974;0,434170606;0,173102052;2;1;3;2;1;1,381826173;0,354653767;0,654469315;0,647645629;0,957253837;2,309595166;3,647739786;4,141188318;1,261707848;124;72;180;132;104
R113SD5_4;R113SD;T5_4;Old_SD;Old;restriction;0,381689034;0,957687986;0,537432573;0,476874454;0,158275897;4,226926185;2,280026984;4,635775133;5,34482559;3,110606623;0,68475485;0,422337682;0,739110721;0,912792943;0,195245853;1;1;1;2;2;1,271528242;1,027048808;NA;NA;0,923567507;1,946899201;2,355748149;0,709050457;2,234218967;548;224;268;340;440
R113SD6_3;R113SD;T6_3;Old_SD;Old;restriction;0,408952537;0,427618822;0,350070759;0,284800021;1,337431334;4,003049471;3,773075449;2,22786063;2,127942317;4,493414046;0,273358619;0,110074373;0;0,289369959;0,268905379;1;3;1;1;2;0,505676348;0,96645942;0,845911028;0,758599596;1,280094009;0,229974022;1,545214819;0,099918313;2,365471728;132;152;96;148;192
R115SD1_2;R115SD;T1_2;Old_SD;Old;restriction;1,405203422;0,790805016;1,227311209;1,208810399;0,477428082;2,086202632;2,558037751;3,35701989;6,538998572;1,83172021;0,105205956;0,280674126;0,321935514;0,157288754;0,163109358;1;1;1;2;1;0,541852157;0,300321674;0,355014791;0,806210735;1,204690801;0,471835119;0,79898214;3,181978681;4,707278361;324;276;184;312;96
R115SD1_3;R115SD;T1_3;Old_SD;Old;restriction;1,845949882;1,039157004;0,90002822;0,754739488;0,499129358;1,359175541;1,408317413;1,779783279;1,83964947;2,398255027;0,608631474;0,413881566;0,712066779;0,319562379;0,134298082;1;2;1;1;1;0,70755143;0,679223003;0,895859817;0,754931024;0,256949487;0,049141872;0,371465866;0,059866192;0,558605556;256;228;176;272;144
R115SD1_5;R115SD;T1_5;Old_SD;Old;restriction;0,497784238;0,843089645;0,954575385;0,791556048;0,363496381;3,465824351;2,746706011;2,799233979;2,329992377;1,350842937;0,287222346;0,607154019;0,447989629;0,307478393;0,161098885;1;1;2;2;1;0,795464746;0,65668661;0,353277904;0,328359253;1,364571574;0,719118341;0,052527968;0,469241602;0,97914944;360;364;464;416;88
R115SD1_6;R115SD;T1_6;Old_SD;Old;restriction;0,508154743;0,392134719;0,477287692;0,533840126;0,499129358;1,660937779;1,680261549;1,895085404;1,88294596;2,956842342;0,348720914;0,359770975;0,340321443;0,160845457;0,96340222;2;1;1;2;3;0,179303403;0,401136052;0,765699981;0,378069854;2,940486894;0,01932377;0,214823855;0,012139444;1,073896382;204;124;276;172;316
R115SD2_1;R115SD;T2_1;Old_SD;Old;restriction;1,825208872;1,11104837;1,131853671;1,208810399;0,667314251;5,353734454;3,095465064;2,00753459;1,616559495;4,986982707;0,328915645;0,658818909;0,655576005;0,597379232;0,238137061;1;2;1;1;2;0,507243347;0,784531755;0,214308859;1,186705464;1,355343759;2,258269389;1,087930475;0,390975095;3,370423212;124;384;256;248;420
R115SD2_4;R115SD;T2_4;Old_SD;Old;restriction;0,840010901;0,731984808;0,784115495;0,951094477;1,383456374;2,871626074;1,94589483;2,958285402;2,047088871;5,55994993;0,347384121;0,327550756;0,340297591;0,27110614;0,314210734;2;1;3;2;1;0,748036463;0,521825945;0,486676005;0,350735821;0,783209417;0,925731245;1,012390572;0,911196531;3,512861059;108;172;200;168;108
R115SD2_5;R115SD;T2_5;Old_SD;Old;restriction;1,000753728;1,196010892;0,647747583;0,429526538;0,770395314;2,580254834;4,961474748;6,123366202;3,420741429;4,404497255;0;0,857165715;0,718897361;0,62672605;0,480938272;1;2;2;2;1;0,651219896;0,579074191;0,691309784;0,525182367;1,479138029;2,381219914;1,161891454;2,702624773;0,983755826;228;240;40;92;128
R115SD2_6;R115SD;T2_6;Old_SD;Old;restriction;1,23409009;0,777733859;0,954575385;0,981774944;1,057937227;1,946539272;2,081230196;1,885161082;3,972650537;6,176091466;0,576608076;0,498205561;0,557661367;0,737930248;1,031139324;1;1;1;2;2;0,128990004;0,341012432;0,472119947;0,586830206;0,636984548;0,134690924;0,196069114;2,087489455;2,203440929;288;192;80;32;220
R115SD4_6;R115SD;T4_6;Old_SD;Old;restriction;1,166681808;2,084849588;1,588686176;0,527704032;0,67273957;3,101770866;4,669809317;3,312486837;1,06858091;5,621643804;0,927664226;0,947446773;0,486710055;0,398641343;0,719070981;1;1;1;1;1;0,173603689;0,533640787;0,273275756;0,155746459;0,688856447;1,568038451;1,35732248;2,243905926;4,553062894;52;160;128;200;52
R115SD4_7;R115SD;T4_7;Old_SD;Old;restriction;1,042235748;1,202546471;0,702294747;0,66883418;1,150167652;1,750540008;2,631286749;1,24494739;1,17225891;3,242130606;0,769665243;0,605609623;0,789707333;0,654477946;0,993765149;1;1;2;1;1;0,904575873;NA;1,929994352;1,068843663;0,82237493;0,880746741;1,386339359;0,072688481;2,069871696;352;128;220;160;132
R115SD5_4;R115SD;T5_4;Old_SD;Old;restriction;0,295559391;0,431348191;0,225007055;0,638153713;0,401473614;2,929761046;1,26348862;2,137207733;5,340993034;2,88683025;0,141067742;0;0,139958303;0,223145405;0,249763002;3;3;2;1;1;NA;0,746227351;1,2555679;0,677900807;0,681937993;1,666272426;0,873719114;3,2037853;2,454162783;292;224;136;300;172
R115SD5_6;R115SD;T5_6;Old_SD;Old;restriction;0,741491104;0,333314511;0,415922132;1,288579613;0,472002763;6,893569566;3,419630236;2,854102743;4,204773694;5,781458121;0;0,218695351;0,186777586;0,168973544;0,436103315;2;1;1;1;3;0,492083719;0,614465993;0,910668169;0,474741471;0,978325186;3,47393933;0,565527493;1,35067095;1,576684427;180;352;212;300;200
